ID,#YY,MM,DD,hh,mm,WDIR(degT),WSPD(m/s),GST(m/s),DPD(sec),APD(sec),MWD(degT),PRES(hPa),ATMP(degC),WTMP(degC),DEWP(degC),WVHT(m)
2017571550,2017,5,7,15,50,2,8.9,10.4,5.88,4.06,29,1017.6,4.6,4.8,-0.6,1.02
2017571650,2017,5,7,16,50,2,6.8,8.3,5.56,4.13,26,1017.9,4.4,4.8,0.1,1.04
2017571750,2017,5,7,17,50,10,7.8,9.2,5.56,4.14,30,1017.9,4.2,4.8,-0.5,1.05
2017571850,2017,5,7,18,50,14,8.6,10.5,5.88,4.27,28,1018.1,4,4.8,-1.6,1.19
2017571950,2017,5,7,19,50,15,7.7,8.9,5.26,4.31,30,1017.9,4.3,4.8,-2,1.23
2017572050,2017,5,7,20,50,19,6.8,8.7,5.88,4.62,29,1017.9,4.5,4.8,-2.4,1.29
2017572150,2017,5,7,21,50,25,5.1,6.5,6.25,4.65,24,1017.8,4.7,4.8,-1.6,1.25
2017572250,2017,5,7,22,50,32,5.2,6,6.67,5.04,18,1017.8,4.7,4.8,-0.7,1.36
2017572350,2017,5,7,23,50,359,1.2,1.8,6.25,4.83,26,1017.9,5.1,4.8,0.4,1.12
201758050,2017,5,8,0,50,6,1.2,1.6,6.67,4.74,33,1018,4.7,4.8,-0.5,0.97
201758150,2017,5,8,1,50,344,1.9,2.4,6.67,4.98,35,1018.3,4.4,4.8,1.2,1.08
201758250,2017,5,8,2,50,340,3.4,4.2,6.67,4.82,35,1018.7,4.4,4.8,0.2,0.92
201758350,2017,5,8,3,50,340,4.5,5.2,5.56,4.86,33,1018.8,4.4,4.8,0.8,0.84
201758450,2017,5,8,4,50,357,5.8,7.1,6.25,4.54,31,1019.2,4.6,4.7,-0.1,0.78
201758550,2017,5,8,5,50,10,6.8,7.7,6.25,4.12,27,1019.5,4.5,4.7,-0.6,0.77
201758650,2017,5,8,6,50,16,7.3,8.7,6.25,3.77,25,1019.5,4.3,4.7,-0.1,0.77
201758750,2017,5,8,7,50,20,7.1,8.5,4.35,3.63,26,1019.7,4.3,4.7,0,0.8
201758850,2017,5,8,8,50,31,7,8.2,4.17,3.77,23,1020.3,4,4.7,-4,0.82
201758950,2017,5,8,9,50,30,4.9,5.9,4.35,3.81,17,1020.7,3.9,4.7,-2.9,0.79
2017581050,2017,5,8,10,50,35,6.2,7.1,4.35,3.73,13,1020.8,3.9,4.7,-3.7,0.74
2017581150,2017,5,8,11,50,29,4.4,5.2,4,3.62,17,1021.4,4.1,4.7,-3.7,0.65
2017581250,2017,5,8,12,50,12,3,3.8,4.35,3.69,24,1021.8,4.1,4.7,-1.7,0.59
2017581350,2017,5,8,13,50,354,3.1,3.8,4.76,3.79,25,1022.5,4,4.8,-0.9,0.49
2017581450,2017,5,8,14,50,343,2.8,3.4,4.55,3.8,31,1022.9,4.1,4.8,-2.5,0.45
2017581550,2017,5,8,15,50,354,2.9,3.5,5.26,3.81,24,1022.9,4.1,4.9,-2.7,0.42
2017581650,2017,5,8,16,50,3,2.7,3.2,6.25,4.25,29,1022.3,4.2,5,-2.2,0.47
2017581750,2017,5,8,17,50,351,2.3,2.8,5.88,4.37,26,1021.8,4.3,5,-2.2,0.51
2017581850,2017,5,8,18,50,356,2.4,2.8,5.88,4.29,25,1021,4.3,5.1,-1.8,0.5
2017581950,2017,5,8,19,50,354,2.2,2.8,5.56,4.24,26,1020.5,4.4,5.2,-1.3,0.45
2017582050,2017,5,8,20,50,21,2.5,2.9,5.56,4.18,24,1019.5,4.5,5.3,-1.4,0.43
2017582150,2017,5,8,21,50,26,1.5,1.9,5.26,4.12,21,1019.4,4.8,5.3,-0.6,0.41
2017582250,2017,5,8,22,50,50,0.7,1,5.26,3.87,20,1018.8,4.7,5.4,-0.3,0.37
2017582350,2017,5,8,23,50,283,0.9,1.1,5,3.85,20,1019,5.3,5.3,-0.3,0.33
201759050,2017,5,9,0,50,333,0.8,1,5,3.83,35,1018.6,4.7,5.3,0.7,0.32
201759150,2017,5,9,1,50,24,2.5,3,4.76,3.85,17,1018.3,5,5.3,0,0.33
201759250,2017,5,9,2,50,33,1.9,2.2,5,3.81,20,1017.5,5.2,5.2,0.2,0.26
201759350,2017,5,9,3,50,306,0.3,0.7,4.76,3.77,21,1017.3,5.4,5.2,-0.6,0.27
201759450,2017,5,9,4,50,296,1.2,1.5,5,3.86,18,1017.4,5.6,5.2,0.3,0.27
201759550,2017,5,9,5,50,13,1.6,2,5,3.83,20,1017.3,5.5,5.2,0.5,0.26
201759750,2017,5,9,7,50,51,4.6,5.5,4.76,3.72,359,1015.3,5.7,5.2,1.1,0.25
201759950,2017,5,9,9,50,68,3.6,5.1,4.55,3.04,2,1015.9,5.7,5.1,2.2,0.26
2017591050,2017,5,9,10,50,63,5.9,6.7,4.55,3.02,355,1014.8,5.7,5.1,2.3,0.25
2017591150,2017,5,9,11,50,71,4.8,5.4,2.74,2.82,37,1015.3,5.8,5.1,2,0.31
2017591250,2017,5,9,12,50,84,4.1,4.8,2.86,2.9,36,1016.1,5.6,5,2.2,0.33
2017591350,2017,5,9,13,50,81,4.3,5,2.94,2.92,45,1015.9,5.7,5,1.7,0.3
2017591450,2017,5,9,14,50,80,3.4,4.1,2.94,2.95,31,1016.3,5.7,5,1.9,0.3
2017591550,2017,5,9,15,50,96,2,2.3,3.13,3.01,27,1016.2,5.4,5,2.5,0.3
2017591650,2017,5,9,16,50,52,1,1.3,3.33,3.03,39,1016.6,5.8,5,1.9,0.29
2017591750,2017,5,9,17,50,63,0.2,0.4,3.23,3.04,44,1016.1,6.1,5.1,2,0.26
2017591850,2017,5,9,18,50,326,1.3,1.7,3.33,3.12,102,1015.9,6.1,5.4,4.1,0.31
2017511150,2017,5,11,1,50,35,6.3,8,2.74,2.59,28,1012.8,6.3,5.5,5.2,0.27
2017511250,2017,5,11,2,50,35,4.9,5.4,2.74,2.68,25,1012.7,6.7,5.4,5.7,0.3
2017511350,2017,5,11,3,50,20,4.3,4.9,2.86,2.77,37,1012.6,7,5.3,6.8,0.29
2017511450,2017,5,11,4,50,19,6.3,7.5,2.86,2.78,41,1012.5,6.8,5.3,6.8,0.31
2017511550,2017,5,11,5,50,32,5.2,5.8,3.13,2.77,45,1012.4,7.8,5.2,6.8,0.36
2017511650,2017,5,11,6,50,35,4.9,5.4,2.94,2.88,38,1012.9,7.4,5.2,6.8,0.34
2017511750,2017,5,11,7,50,70,2.6,3.3,3.03,2.88,32,1013.5,7.4,5.3,6.9,0.31
20175131750,2017,5,13,17,50,190,6.9,7.6,2.94,2.72,150,1010.5,9.2,6.5,7,0.36
20175131850,2017,5,13,18,50,210,9.1,10.1,3.23,2.95,157,1009.3,10.5,6.5,7.4,0.49
20175131950,2017,5,13,19,50,227,5.6,6.3,3.13,3.09,153,1009.4,9.6,6.3,6.9,0.49
20175132050,2017,5,13,20,50,229,4.7,5.1,3.33,3.04,159,1008.9,9.5,6.2,6.7,0.4
20175132150,2017,5,13,21,50,247,3.2,3.8,3.03,2.96,169,1009,9.8,6.2,6.8,0.32
20175132250,2017,5,13,22,50,274,1.5,1.9,3.23,2.96,165,1009,11.4,6.3,7.1,0.29
20175141850,2017,5,14,18,50,3,5.5,6.3,2.94,2.81,14,1015,7.3,6.4,5.2,0.32
20175141950,2017,5,14,19,50,2,5.7,6.9,3.23,2.86,19,1015.1,7.5,6.5,4.9,0.38
20175142150,2017,5,14,21,50,13,5.8,6.5,3.57,3.16,9,1014.1,7.7,6.4,3.6,0.48
20175142250,2017,5,14,22,50,10,6.5,7.6,4.17,3.46,21,1013.9,7.6,6.3,3.5,0.64
20175142350,2017,5,14,23,50,11,7.3,8.6,4.17,3.48,22,1013.6,7.3,6.2,3.8,0.64
2017515050,2017,5,15,0,50,11,6.3,7.2,4.35,3.59,25,1013.8,7.2,6.2,4.3,0.7
2017515150,2017,5,15,1,50,10,6,7.1,4.35,3.6,37,1014.1,7.4,6.2,3.9,0.7
2017515250,2017,5,15,2,50,9,5.3,6.1,4.55,3.66,33,1014.7,7.3,6.2,4.6,0.61
2017515350,2017,5,15,3,50,17,4.5,5,4.35,3.67,36,1014.8,7.2,6.2,5.1,0.57
2017515450,2017,5,15,4,50,11,4.1,4.8,4.35,3.68,30,1015.4,7.3,6.2,5.6,0.53
2017515550,2017,5,15,5,50,359,2.3,2.6,4.35,3.6,34,1015.7,7.3,6.2,5.7,0.49
2017515650,2017,5,15,6,50,20,2,2.3,4.35,3.58,30,1015.8,7.3,6.2,5.9,0.4
2017515750,2017,5,15,7,50,64,3.3,3.9,4.17,3.55,10,1015.6,8.1,6.2,5.9,0.39
2017515850,2017,5,15,8,50,76,4.4,5.1,4.35,3.53,356,1015.3,8.3,6.2,5.9,0.36
2017515950,2017,5,15,9,50,77,4.9,5.4,4.17,3.32,354,1015.5,8.9,6.2,5.4,0.33
20175151050,2017,5,15,10,50,87,5.3,6,3.7,3.13,344,1015.8,8.7,6.2,6,0.32
20175151150,2017,5,15,11,50,104,3.9,4.4,4.17,3.01,342,1016.3,8.4,6.2,6.2,0.32
20175151250,2017,5,15,12,50,84,4.9,5.6,4.17,3.02,346,1016.4,8.6,6.3,6,0.3
20175151350,2017,5,15,13,50,77,4.5,5,4.17,2.96,345,1016.7,8.5,6.3,5.9,0.27
20175152050,2017,5,15,20,50,72,4.1,4.4,3.45,3.14,119,1013.9,11.6,7.3,6.6,0.26
20175152150,2017,5,15,21,50,80,4,4.3,3.45,3.23,133,1013.3,11.7,7.3,6.9,0.27
2017516150,2017,5,16,1,50,81,6.3,7.1,2.74,2.59,92,1012.3,11.8,6.9,10.1,0.33
2017516250,2017,5,16,2,50,96,6.3,7.6,2.86,2.72,101,1012.4,11.2,6.8,8.9,0.37
2017516350,2017,5,16,3,50,90,9,11.4,3.13,2.98,106,1009.9,12.6,6.7,9.3,0.54
2017516450,2017,5,16,4,50,149,8.8,16.8,3.45,3.14,101,1011.5,13.5,6.7,8.6,0.51
2017516550,2017,5,16,5,50,119,7.9,9.4,3.85,3.43,111,1010.6,10.7,6.7,9.1,0.54
2017516650,2017,5,16,6,50,161,5.6,6.7,4.35,3.51,159,1009,10.9,6.6,9,0.69
2017516750,2017,5,16,7,50,204,1.7,3.4,4,3.63,116,1010.1,9.6,6.6,8.5,0.69
2017516850,2017,5,16,8,50,43,3.8,4.3,4,3.45,145,1010.5,8.4,6.6,7.9,0.53
2017516950,2017,5,16,9,50,69,4.2,5.7,4.17,3.43,131,1010.8,9.3,6.6,8.3,0.44
20175161050,2017,5,16,10,50,109,5,5.6,3.7,3.25,115,1010.8,10.3,6.6,9.2,0.4
20175161150,2017,5,16,11,50,122,4,4.7,3.13,3.11,133,1010.7,9.9,6.6,9.1,0.34
20175161250,2017,5,16,12,50,193,2,2.3,3.85,3.13,122,1010.9,9.4,6.6,8.8,0.31
20175161350,2017,5,16,13,50,230,2.5,2.7,3.33,3.02,147,1010.8,10.4,6.7,9.6,0.28
20175161450,2017,5,16,14,50,160,4.5,5.2,3.03,2.99,139,1010.7,10.1,6.8,9.4,0.26
20175161550,2017,5,16,15,50,154,3.9,4.2,3.23,2.98,126,1010.5,9.5,6.9,9.1,0.27
20175161750,2017,5,16,17,50,161,6.3,7,3.03,2.84,135,1009,11.8,6.9,10.9,0.35
20175161850,2017,5,16,18,50,157,6.5,7.1,3.33,2.97,142,1008.1,12,7,10.9,0.44
20175161950,2017,5,16,19,50,161,7,8,3.33,2.93,145,1007.2,12.6,7,11,0.37
20175162050,2017,5,16,20,50,152,5.8,6.3,3.33,2.91,145,1006.8,12.6,7,10.9,0.42
20175162150,2017,5,16,21,50,162,6.7,7.5,3.03,2.87,147,1006,13.1,7,10.1,0.37
20175162250,2017,5,16,22,50,178,7.5,8.3,3.13,2.88,141,1005.8,13.1,7.1,8.8,0.36
20175162350,2017,5,16,23,50,185,8,9.3,2.94,2.91,147,1005.1,13.5,7.1,8.6,0.41
2017517050,2017,5,17,0,50,191,7.6,8.3,3.57,3.16,156,1005,12.4,7,8.4,0.55
2017517150,2017,5,17,1,50,187,7.6,8.4,3.45,3.22,150,1004.8,12.9,7,8.8,0.6
2017517250,2017,5,17,2,50,185,7,7.8,3.7,3.27,162,1005.2,12.7,6.9,9.3,0.57
2017517350,2017,5,17,3,50,189,6.6,7.1,3.85,3.37,153,1005.7,12,6.9,9.2,0.59
2017517450,2017,5,17,4,50,165,6.6,7.2,3.85,3.41,155,1005.2,11.6,6.9,9.4,0.61
2017517550,2017,5,17,5,50,166,6.2,6.8,4.35,3.68,157,1005.8,11.1,6.8,9.3,0.63
2017517650,2017,5,17,6,50,167,5.8,6.6,4.35,3.61,156,1005.7,10.7,6.8,9.2,0.61
2017517750,2017,5,17,7,50,174,7.1,8.1,4.35,3.43,155,1005.5,11.6,6.7,9.9,0.56
2017517850,2017,5,17,8,50,168,6.2,6.8,4,3.34,158,1006.1,10.2,6.7,9.2,0.51
2017517950,2017,5,17,9,50,179,7.8,8.6,3.85,3.43,157,1006.1,11.3,6.7,10.1,0.54
20175171050,2017,5,17,10,50,182,7.6,8.6,4.17,3.29,157,1005.9,10.7,6.7,9.9,0.56
20175171150,2017,5,17,11,50,185,7.9,9,3.85,3.27,153,1006.4,11.7,6.7,10.5,0.59
20175171250,2017,5,17,12,50,177,7.5,8.5,4,3.27,160,1006.7,11.5,6.8,10.5,0.56
20175171350,2017,5,17,13,50,166,8.1,9,3.85,3.39,157,1006.7,11,6.8,10.1,0.7
20175171450,2017,5,17,14,50,160,7.2,8.1,3.85,3.39,157,1006,11.4,6.8,10.6,0.66
20175171550,2017,5,17,15,50,158,7.8,8.5,3.7,3.23,155,1005.9,11.9,6.9,10.8,0.67
20175171650,2017,5,17,16,50,169,6.4,7,3.7,3.41,148,1006.1,11.9,6.9,10.5,0.64
20175171750,2017,5,17,17,50,154,6.1,6.8,4,3.42,145,1005.7,11.9,7,10.3,0.6
20175171850,2017,5,17,18,50,157,7.1,8,3.85,3.45,147,1004.9,12.6,7,10.4,0.56
20175171950,2017,5,17,19,50,178,7.7,8.9,4,3.21,159,1004.5,12.9,7.1,10.3,0.52
20175172050,2017,5,17,20,50,137,6.6,7.2,3.7,3.27,154,1003.2,12.5,7,9.9,0.52
20175172150,2017,5,17,21,50,157,7.1,7.9,3.45,3.18,145,1003,13.2,7,9.7,0.52
20175172250,2017,5,17,22,50,161,8.4,9.3,3.85,3.34,156,1002.6,13.2,7,9.2,0.65
20175172350,2017,5,17,23,50,172,8.4,9.5,3.85,3.38,156,1001.9,13.2,7,9.1,0.65
2017518050,2017,5,18,0,50,180,10,11.4,4,3.56,151,1002,13.9,6.9,9.6,0.79
2017518150,2017,5,18,1,50,180,8.9,10,4.76,3.99,155,1002.7,13.2,6.9,9.5,1.11
2017518250,2017,5,18,2,50,168,8.5,9.7,5,4.17,158,1002.9,12.5,6.9,9.6,1.11
2017518350,2017,5,18,3,50,154,8,9,5,4.06,157,1002.5,12.1,6.9,9.7,1.08
2017518450,2017,5,18,4,50,181,9,10.2,5,3.93,155,1002.7,12.8,6.9,10.4,1.07
2017518550,2017,5,18,5,50,226,10.5,14,5.26,4.03,158,1003.4,12.8,6.9,11.1,1.13
2017518650,2017,5,18,6,50,197,8.6,9.5,5.56,4.3,154,1003.5,12.3,6.9,11.5,1.33
2017518750,2017,5,18,7,50,198,7.2,8.3,5,4.24,157,1003.1,11,6.8,10.5,1.16
2017518850,2017,5,18,8,50,181,8.6,9.6,5,4.03,159,1002.8,11.7,6.8,10.4,0.94
2017518950,2017,5,18,9,50,181,8.8,10,5.26,4.17,158,1002.7,11.8,6.8,11.2,1.06
20175181050,2017,5,18,10,50,180,8.3,9.4,5.26,4.12,157,1002.8,11.4,6.8,11.1,1.11
20175181150,2017,5,18,11,50,188,8.7,10.2,4.76,4.03,155,1003.1,11.8,6.8,11.4,1.06
20175181250,2017,5,18,12,50,200,8.8,9.7,4.55,3.97,154,1003.7,12,6.9,11.4,1.03
20175181350,2017,5,18,13,50,216,7.7,9.3,5,3.91,160,1004.8,11.6,6.9,10.4,0.96
20175181450,2017,5,18,14,50,258,7.8,8.8,4.76,3.84,172,1005.7,12.3,7,9.6,0.87
20175181550,2017,5,18,15,50,253,5.5,6.3,4.55,3.78,176,1007,11.5,7,9.3,0.68
20175181750,2017,5,18,17,50,240,5.4,5.9,4.35,3.72,175,1008.4,11.3,7.1,9.3,0.7
20175181850,2017,5,18,18,50,257,5.3,5.7,5,4.19,201,1008.8,11.7,7.1,9.3,0.85
20175181950,2017,5,18,19,50,254,4.7,5.1,5,4.24,194,1009.5,11.5,7.2,9.3,0.83
20175182050,2017,5,18,20,50,257,4.1,4.4,5.26,4.11,183,1010.4,11,7.3,9,0.73
20175182150,2017,5,18,21,50,278,5.4,6.1,4.76,3.89,206,1011.1,12.7,7.4,9.6,0.6
20175182250,2017,5,18,22,50,16,6.9,8.3,4.55,3.7,236,1012.8,9.6,7.3,8.8,0.54
20175182350,2017,5,18,23,50,19,8.3,9.8,4,3.18,245,1013.6,8.8,7.2,7.7,0.5
2017519050,2017,5,19,0,50,20,9.8,11.7,3.23,3.16,15,1014.3,7.9,7,6.4,0.64
2017519150,2017,5,19,1,50,23,10.2,12.3,3.85,3.56,23,1014.8,7.6,6.9,5.6,0.93
2017519250,2017,5,19,2,50,21,10.9,13,4.76,4.08,32,1016.7,7.3,6.8,4.9,1.21
2017519350,2017,5,19,3,50,21,11.6,14,5,4.43,30,1017.8,7.2,6.7,3.5,1.58
2017519450,2017,5,19,4,50,24,11.2,13.4,5.88,4.68,38,1018.2,6.7,6.7,3.8,1.6
2017519550,2017,5,19,5,50,20,11.4,14.4,5.56,4.63,31,1018.7,6,6.6,2.6,1.68
2017519650,2017,5,19,6,50,18,9.7,11.5,6.25,4.83,27,1019.2,5.2,6.5,3.2,1.76
2017519750,2017,5,19,7,50,17,10.4,12.5,5.88,4.82,36,1019.2,4.8,6.5,2.9,1.66
2017519850,2017,5,19,8,50,14,10.8,12.6,6.25,4.96,33,1019.3,4.8,6.4,3.4,1.75
2017519950,2017,5,19,9,50,19,9.4,11.3,6.67,5,29,1019.7,4.9,6.4,3.7,1.93
20175191050,2017,5,19,10,50,31,8.2,10,6.67,5.19,24,1020.6,5.3,6.4,4,1.83
20175191150,2017,5,19,11,50,25,9.3,11.2,6.67,4.97,17,1020.1,4.9,6.4,3.4,1.63
20175191250,2017,5,19,12,50,33,7.5,8.8,6.25,4.89,7,1020.9,5.1,6.4,3.7,1.4
20175191350,2017,5,19,13,50,34,8,10.2,6.25,4.81,8,1020.9,5.5,6.4,3.6,1.39
20175191450,2017,5,19,14,50,33,7.7,9.2,6.67,4.82,2,1020.8,5.8,6.5,3.7,1.37
20175191550,2017,5,19,15,50,35,6.1,7.2,6.67,4.77,8,1021.9,6,6.5,3.8,1.34
20175191650,2017,5,19,16,50,44,7.1,8.3,6.67,4.84,1,1021.4,6.2,6.5,4.5,1.34
20175191850,2017,5,19,18,50,5,7.3,8.7,6.25,4.38,17,1020.8,6.3,6.5,5.3,1.19
20175191950,2017,5,19,19,50,2,10.2,12.3,6.25,4.26,19,1020.9,5.8,6.5,4.9,1.16
20175192050,2017,5,19,20,50,15,10.3,12.7,5.88,4.41,10,1020.4,5.8,6.5,4.6,1.36
20175192150,2017,5,19,21,50,16,7.9,9.3,6.25,4.61,16,1021.1,6.1,6.5,4.8,1.52
20175192250,2017,5,19,22,50,15,5.7,6.5,6.25,4.88,9,1021.7,6.3,6.5,5.3,1.51
20175192350,2017,5,19,23,50,16,5.7,6.5,6.67,4.94,7,1021.9,6.7,6.5,5.8,1.39
2017520050,2017,5,20,0,50,18,5,6,6.67,5,6,1022.2,6.9,6.5,6.1,1.42
2017520150,2017,5,20,1,50,26,4.4,5.3,6.67,5.14,6,1022.3,7.1,6.5,6.2,1.36
2017520250,2017,5,20,2,50,36,3.6,4.1,6.67,5.3,2,1022.7,7.6,6.5,6.4,1.28
2017520350,2017,5,20,3,50,41,5,6.1,7.14,5.28,360,1022.7,7.8,6.5,5.6,1.21
2017520450,2017,5,20,4,50,35,5.2,6,6.67,5.01,2,1022.7,8,6.5,2.7,1.14
2017520550,2017,5,20,5,50,37,6.5,7.7,6.67,4.61,4,1022.7,8,6.5,1.6,1.06
2017520650,2017,5,20,6,50,44,7,8.2,6.67,4.31,359,1022.9,7.9,6.5,2.1,0.93
2017520750,2017,5,20,7,50,50,6.4,7.5,6.25,4.14,1,1022,7.6,6.6,3.3,0.95
2017520850,2017,5,20,8,50,52,6.1,7.1,4,4.04,25,1021.4,7.4,6.6,4.3,0.86
2017520950,2017,5,20,9,50,53,6.4,7.3,5.88,3.95,355,1020.8,7.7,6.6,4.5,0.86
20175201050,2017,5,20,10,50,58,7.5,8.9,3.85,3.71,51,1020.9,8,6.6,3.8,0.84
20175201150,2017,5,20,11,50,60,7.1,8.6,4.35,3.76,25,1021,8,6.6,4.1,0.82
20175201250,2017,5,20,12,50,64,7.8,9.2,4.17,3.87,56,1020.8,7.9,6.6,4.2,0.88
20175201350,2017,5,20,13,50,48,6.9,8.5,4.17,3.82,52,1020.4,8.1,6.6,4.5,0.93
20175201450,2017,5,20,14,50,59,7.1,8.6,4.76,3.77,31,1019.8,8.1,6.6,5.1,0.85
20175201550,2017,5,20,15,50,61,7,8.2,4.35,3.67,56,1019,8.4,6.7,5.7,0.82
20175201650,2017,5,20,16,50,125,4.1,5.5,4.17,3.71,48,1020.5,8.6,6.7,6.5,0.76
20175201750,2017,5,20,17,50,64,8.5,9.3,4,3.46,42,1017.6,8.7,6.7,8.1,0.57
20175201850,2017,5,20,18,50,62,8.6,10.1,3.57,3.3,69,1016.5,8.9,6.7,8.4,0.7
20175201950,2017,5,20,19,50,55,7.5,8.5,3.57,3.32,68,1015.5,8.8,6.7,8.4,0.71
20175202050,2017,5,20,20,50,59,5.8,6.9,4,3.65,79,1015.1,8.6,6.7,8.3,0.78
20175202150,2017,5,20,21,50,73,6.6,8.3,4.17,3.75,76,1014.7,10.1,6.7,9.4,0.79
20175202250,2017,5,20,22,50,71,5.3,6.1,4.76,3.84,80,1014.7,9.9,6.7,9.5,0.8
20175202350,2017,5,20,23,50,73,5.5,6.2,5,4.12,93,1014.1,9.5,6.8,9.5,0.94
2017521050,2017,5,21,0,50,84,6.5,7.8,4.55,3.97,84,1014.1,10.7,6.8,10.4,0.79
2017521150,2017,5,21,1,50,83,5.9,6.6,4.55,3.7,74,1014,9.7,6.8,9.7,0.74
2017521250,2017,5,21,2,50,82,5.6,6.3,4.35,3.62,68,1014,10.3,6.8,10.3,0.66
2017521350,2017,5,21,3,50,86,5.7,6.4,3.85,3.6,89,1013.6,9.9,6.8,9.9,0.61
2017521650,2017,5,21,6,50,89,4.1,5,3.7,3.56,108,1012.4,8.9,6.8,8.9,0.46
2017521750,2017,5,21,7,50,110,3.8,4.5,3.7,3.71,96,1011.8,9.1,6.8,9.1,0.47
2017521850,2017,5,21,8,50,97,3.6,3.9,5.26,3.81,336,1010.7,9.2,6.8,9.2,0.44
2017521950,2017,5,21,9,50,122,3.2,3.5,3.45,3.79,107,1011,8.9,6.8,8.9,0.43
20175211050,2017,5,21,10,50,141,4.8,6.5,5.56,3.8,328,1010.9,11.1,6.8,11.1,0.4
20175211150,2017,5,21,11,50,169,3.1,3.6,4.76,3.68,321,1011.3,9.4,6.8,9.4,0.38
20175211250,2017,5,21,12,50,223,4,4.4,4.76,3.59,339,1011.8,9.8,6.8,9.8,0.35
20175211350,2017,5,21,13,50,229,4.5,5.3,4.55,3.41,336,1012.4,9,6.8,9,0.34
20175211450,2017,5,21,14,50,241,4.2,4.6,5.26,3.4,341,1012.6,9.3,6.9,8.2,0.35
20175211550,2017,5,21,15,50,201,3.8,4.6,5.26,3.37,333,1012.7,9.4,7,8.3,0.33
20175211750,2017,5,21,17,50,210,4.4,5.4,2.6,3.1,178,1013.2,9.3,7.2,7.6,0.27
20175212050,2017,5,21,20,50,259,5.2,5.9,2.6,2.93,211,1013.7,9.6,7.3,7.2,0.29
20175212150,2017,5,21,21,50,274,6,7,2.74,2.92,222,1013.9,9.5,7.2,7.1,0.38
20175212250,2017,5,21,22,50,260,5.1,5.8,3.03,3.04,234,1014.2,9,7.1,7.1,0.39
20175212350,2017,5,21,23,50,272,6.2,7.3,3.45,3.13,239,1014.3,8.9,7.1,7.4,0.46
2017522050,2017,5,22,0,50,266,6.4,7.3,3.7,3.16,222,1014.6,8.9,7.1,6.9,0.5
2017522150,2017,5,22,1,50,259,6.2,7.5,3.57,3.32,227,1014.9,8.5,7,6.2,0.61
2017522250,2017,5,22,2,50,257,6.4,7.7,4,3.36,210,1015.4,8.4,7,6.2,0.59
2017522350,2017,5,22,3,50,252,7.6,8.6,4,3.5,208,1015.7,8.4,6.9,6.2,0.73
2017522450,2017,5,22,4,50,242,6.4,7.5,4,3.53,211,1015.5,8.2,6.9,6.3,0.68
2017522550,2017,5,22,5,50,250,6.6,7.6,4.35,3.68,196,1014.9,8.3,6.9,6.3,0.68
2017522650,2017,5,22,6,50,246,6.5,7.4,4.17,3.45,203,1014.7,8.2,6.9,6.5,0.64
2017522750,2017,5,22,7,50,248,6.4,7.2,3.85,3.41,206,1014.5,8.1,6.8,6.5,0.65
2017522850,2017,5,22,8,50,246,6.8,7.7,4,3.39,202,1014.7,8.3,6.8,6.5,0.59
2017522950,2017,5,22,9,50,254,6.8,7.9,4,3.46,206,1014.6,8.3,6.8,6.5,0.61
20175221050,2017,5,22,10,50,262,6.1,7.1,4.35,3.47,201,1015.2,8.2,6.8,6.1,0.69
20175221150,2017,5,22,11,50,259,7.1,8.2,4.35,3.74,210,1015.5,8.2,6.8,5.8,0.85
20175221250,2017,5,22,12,50,241,6.7,7.6,4.35,3.59,191,1016.3,8.1,6.8,6.2,0.71
20175221350,2017,5,22,13,50,227,6.8,7.6,4.17,3.53,188,1016.6,7.9,6.8,6.6,0.7
20175221450,2017,5,22,14,50,228,5.8,6.7,4,3.38,195,1016.1,8.1,6.9,6.7,0.64
20175221550,2017,5,22,15,50,215,6.3,7.2,4,3.34,188,1015.9,8.3,6.9,6.7,0.6
20175221650,2017,5,22,16,50,194,6,6.8,3.7,3.15,179,1015.7,8.7,7,6.8,0.47
20175221750,2017,5,22,17,50,179,5.9,7,3.33,3.06,187,1015.3,9.2,7,6.6,0.45
20175221850,2017,5,22,18,50,172,6.2,7.3,3.33,3.02,177,1014.5,9.4,7.1,6.8,0.42
20175221950,2017,5,22,19,50,171,6.1,7,3.23,2.94,161,1013.9,9.9,7.1,7,0.4
20175222050,2017,5,22,20,50,171,5.8,6.3,3.45,3.08,160,1013.6,10.3,7.1,7.1,0.44
20175222150,2017,5,22,21,50,153,4.3,4.8,3.33,3.06,157,1013.1,10.1,7.1,7.3,0.39
20175222250,2017,5,22,22,50,132,4,4.6,3.13,2.96,159,1012.4,10.2,7.1,7.4,0.3
20175222350,2017,5,22,23,50,184,5.3,5.8,3.03,2.92,152,1012.1,10.8,7.1,7.1,0.26
2017523250,2017,5,23,2,50,208,4.5,5.1,3.03,2.76,180,1012.4,9.9,7.1,8.4,0.3
2017523350,2017,5,23,3,50,232,6.6,7.4,2.86,2.74,189,1012.1,10.6,7.1,9.2,0.31
2017523450,2017,5,23,4,50,223,5.4,6.2,3.33,2.93,182,1011.6,10.1,7.1,8.9,0.37
2017523550,2017,5,23,5,50,224,5.1,5.7,3.45,3.03,185,1011.4,9.8,7,8.9,0.39
2017523650,2017,5,23,6,50,233,4.3,4.8,4,3.45,175,1011,9.9,7,9.1,0.53
2017523750,2017,5,23,7,50,198,4.2,4.9,4.17,3.53,171,1010.5,9.4,7,9,0.43
